id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
29,百合园,六合,140,15409元/平米,2室2厅1厨1卫,高楼层 (共7层),90.86㎡,跃层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2019-11-02,商品房,2016-10-17,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
30,燕舞园2园,栖霞,205,23032元/平米,2室2厅1厨1卫,中楼层 (共32层),89.01㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯六户,有,70年,2019-10-15,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
31,万裕龙庭水岸,江宁,214,26811元/平米,2室2厅1厨1卫,高楼层 (共18层),79.82㎡,平层,暂无数据,板楼,东,钢混结构,精装,两梯三户,有,70年,2019-05-20,商品房,2015-06-16,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
32,游府新村,秦淮,420,83087元/平米,2室1厅1厨1卫,中楼层 (共7层),50.55㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,有,70年,2019-10-18,房改房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 80万元 商贷公积金
                              ",未上传房本照片
33,万科金色领域,栖霞,310,34526元/平米,3室2厅1厨1卫,中楼层 (共18层),89.79㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,70年,2019-05-19,商品房,2016-05-17,普通住宅,满两年,非共有,"
                                有抵押 70万元
                              ",已上传房本照片
34,君园,建邺,361,52594元/平米,3室2厅1厨3卫,低楼层 (共11层),68.64㎡,跃层,暂无数据,塔楼,南,钢混结构,精装,三梯二十二户,有,70年,2019-04-06,商品房,2007-09-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
35,百家湖西花园伦敦城,江宁,300,27052元/平米,3室2厅1厨1卫,高楼层 (共18层),110.9㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯六户,有,70年,2019-10-06,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 70万元
                              ",未上传房本照片
36,绿地玉晖,雨花台,630,43187元/平米,4室2厅1厨2卫,高楼层 (共27层),145.88㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2019-10-02,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 200万元
                              ",未上传房本照片
37,同心佳园,浦口,170,18982元/平米,2室1厅1厨1卫,低楼层 (共6层),89.56㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,70年,2020-01-05,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
38,滟紫台,江宁,808,30856元/平米,4室2厅1厨3卫,高楼层 (共12层),261.87㎡,平层,暂无数据,板楼,南 西 北,钢混结构,毛坯,一梯两户,有,70年,2018-02-28,商品房,2016-07-08,普通住宅,满两年,非共有,"
                                有抵押 350万元
                              ",已上传房本照片
39,威尼斯水城第十街区,浦口,265,21593元/平米,3室2厅1厨2卫,低楼层 (共6层),122.73㎡,平层,106.42㎡,板楼,南 北,钢混结构,简装,一梯两户,无,70年,2018-08-01,商品房,2012-04-24,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
40,珍珠佳苑,溧水,95,8626元/平米,2室2厅1厨1卫,高楼层 (共18层),110.14㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯四户,有,70年,2019-12-16,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
41,芳草园,鼓楼,589,52194元/平米,3室2厅1厨1卫,低楼层 (共32层),112.85㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,三梯八户,有,70年,2019-03-02,房改房,2000-04-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
42,空港公寓,江宁,119.6,11941元/平米,2室2厅1厨1卫,高楼层 (共6层),100.16㎡,平层,暂无数据,板楼,南 北,砖混结构,毛坯,一梯两户,无,70年,2019-02-22,动迁安置房,2017-01-04,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
43,时光澔韵,雨花台,315,36058元/平米,2室2厅1厨1卫,中楼层 (共11层),87.36㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,有,70年,2019-12-15,商品房,2008-01-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
44,威尼斯水城第一街区,浦口,190,20128元/平米,2室2厅1厨1卫,低楼层 (共11层),94.4㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,有,70年,2019-12-10,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片
45,摄山星城闻兰苑,栖霞,145,17059元/平米,3室2厅1厨1卫,中楼层 (共6层),85㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,暂无数据,70年,2019-10-22,经济适用房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
46,紫金西区中央,建邺,372,93140元/平米,1室1厅1厨1卫,高楼层 (共19层),39.94㎡,平层,暂无数据,板楼,西,钢混结构,精装,四梯二十八户,有,70年,2019-10-20,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 90万元 客户偿还
                              ",未上传房本照片
47,城南新村,浦口,125,23599元/平米,1室1厅1厨1卫,低楼层 (共6层),52.97㎡,平层,52.92㎡,板楼,东南,钢混结构,其他,一梯两户,无,70年,2019-10-14,商品房,2019-11-08,普通住宅,未满两年,非共有,"
                                暂无数据
                              ",已上传房本照片
48,颐家春天花园,江宁,72,10589元/平米,2室1厅1厨1卫,高楼层 (共7层),68㎡,平层,暂无数据,板楼,北,混合结构,简装,一梯三十八户,有,70年,2019-08-22,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 15万元 客户偿还
                              ",未上传房本照片
49,金轮翡翠名园,建邺,520,39353元/平米,3室2厅1厨2卫,低楼层 (共18层),132.14㎡,平层,104.9㎡,板楼,南 北,钢混结构,毛坯,一梯两户,有,70年,2019-05-21,商品房,2014-08-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
50,南方花园A组团,江宁,147,24802元/平米,2室1厅1厨1卫,中楼层 (共7层),59.27㎡,平层,49.98㎡,板楼,东 西,钢混结构,精装,一梯三户,无,70年,2019-09-09,商品房,2015-10-08,普通住宅,满两年,非共有,"
                                有抵押 58万元 邮政储蓄 客户偿还
                              ",已上传房本照片
51,燕鸣苑,栖霞,178,20136元/平米,3室1厅1厨1卫,高楼层 (共27层),88.4㎡,平层,暂无数据,暂无数据,南,未知结构,毛坯,一梯一户,暂无数据,70年,2019-12-24,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
52,米巷小区,六合,112,11703元/平米,3室1厅1厨1卫,中楼层 (共6层),95.71㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,无,70年,2019-10-14,限价商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片
53,托乐嘉友邻居,江宁,285,31901元/平米,2室1厅1厨1卫,中楼层 (共10层),89.34㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2019-09-10,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
54,金纺园,栖霞,195,26168元/平米,2室1厅1厨1卫,低楼层 (共6层),74.52㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,简装,一梯两户,无,70年,2019-10-20,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
55,晶都茗苑,栖霞,82,11715元/平米,2室1厅1厨1卫,低楼层 (共18层),70㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,70年,2019-09-14,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
56,蓁巷,玄武,272,70485元/平米,1室1厅1厨1卫,高楼层 (共7层),38.59㎡,平层,暂无数据,板楼,西南,钢混结构,简装,一梯三户,无,70年,2019-12-13,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
57,凯润金城,玄武,186,35770元/平米,1室1厅1厨1卫,中楼层 (共14层),52㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯二十二户,有,70年,2019-01-02,商品房,2019-02-01,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片
58,新河一村,鼓楼,335,68761元/平米,2室1厅1厨1卫,低楼层 (共3层),48.72㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,70年,2019-06-29,房改房,2019-06-29,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
59,长盛西苑,雨花台,116,20000元/平米,2室1厅1厨1卫,高楼层 (共34层),58㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,三梯八户,有,70年,2019-10-28,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
60,银龙鑫苑,秦淮,110,19845元/平米,2室1厅1厨1卫,中楼层 (共14层),55.43㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯六户,有,70年,2019-08-06,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
61,弘阳旭日上城二区,浦口,210,24965元/平米,2室2厅1厨1卫,高楼层 (共34层),84.12㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯三户,有,70年,2019-08-23,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 70万元
                              ",未上传房本照片
62,经纬城市花园小区,江宁,288,20625元/平米,4室2厅1厨2卫,高楼层 (共7层),139.64㎡,跃层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯四户,无,70年,2019-12-02,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 50万元 未知 客户偿还
                              ",未上传房本照片
63,朗诗熙园,秦淮,141,39397元/平米,1室1厅1厨1卫,中楼层 (共25层),35.79㎡,平层,暂无数据,板楼,北,钢混结构,精装,三梯十四户,有,70年,2019-12-23,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 30万元 银行抵押
                              ",未上传房本照片
64,怡景园,江宁,120,18462元/平米,2室1厅1厨1卫,高楼层 (共22层),65㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯六户,有,70年,2019-10-23,动迁安置房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
65,善水湾花园,雨花台,260,29333元/平米,2室2厅1厨1卫,低楼层 (共18层),88.64㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,70年,2018-01-18,商品房,2017-06-06,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
66,燕舞园2园,栖霞,190,21349元/平米,3室1厅1厨1卫,低楼层 (共32层),89㎡,平层,暂无数据,板楼,南,钢混结构,简装,二十梯六户,有,70年,2019-06-06,经济适用房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
67,吉庆家园逢春苑,建邺,430,53643元/平米,4室2厅1厨2卫,高楼层 (共6层),80.16㎡,复式,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,无,70年,2018-11-03,商品房,2015-08-13,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
68,天正天御溪岸A区,江宁,289,26663元/平米,3室2厅1厨2卫,高楼层 (共24层),108.39㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯三户,有,70年,2019-10-11,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                有抵押 80万元 客户偿还
                              ",未上传房本照片
69,瑞金北村,秦淮,259,45511元/平米,2室1厅1厨1卫,中楼层 (共7层),56.91㎡,平层,暂无数据,板楼,东 西,钢混结构,简装,一梯三户,无,70年,2019-12-09,房改房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
70,王府园小区,秦淮,220,54442元/平米,1室1厅1厨1卫,高楼层 (共7层),40.41㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯三户,无,70年,2019-11-09,房改房,1999-07-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
71,三条巷(鼓楼),鼓楼,170,32819元/平米,2室1厅1厨1卫,高楼层 (共7层),51.8㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯一户,无,70年,2019-03-19,房改房,2016-08-06,普通住宅,满两年,非共有,"
                                有抵押 50万元 客户偿还
                              ",已上传房本照片
72,盈家春天,江宁,175,22494元/平米,2室2厅1厨1卫,高楼层 (共8层),77.8㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯七十户,有,70年,2019-07-14,商品房,2014-05-10,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
73,朗诗熙华府,建邺,680,48098元/平米,3室2厅1厨2卫,高楼层 (共32层),141.38㎡,平层,暂无数据,板楼,南 北,框架结构,精装,两梯四户,有,70年,2018-12-27,商品房,2019-01-02,普通住宅,未满两年,非共有,"
                                有抵押 客户偿还
                              ",已上传房本照片
74,蓁巷,玄武,468,61353元/平米,3室1厅1厨1卫,低楼层 (共7层),76.28㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,70年,2019-09-08,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 65万元
                              ",未上传房本照片
